publishedAt,neg,neu,pos,compound
2019-04-05 14:10:02,0.0,0.955,0.045,0.2263
2019-04-05 15:21:44,0.0,1.0,0.0,0.0
2019-04-05 15:38:59,0.0,1.0,0.0,0.0
2019-04-05 15:38:59,0.0,1.0,0.0,0.0
2019-04-05 15:43:35,0.0,1.0,0.0,0.0
2019-04-05 15:51:36,0.081,0.847,0.072,-0.1027
2019-04-05 15:57:56,0.078,0.801,0.121,0.4767
2019-04-05 16:00:00,0.0,1.0,0.0,0.0
2019-04-05 16:00:25,0.0,0.881,0.119,0.7003
2019-04-05 16:21:00,0.0,0.955,0.045,0.2144
2019-04-05 16:30:00,0.06,0.899,0.041,-0.2023
2019-04-05 17:56:19,0.049,0.951,0.0,-0.2755
2019-04-05 18:00:45,0.036,0.964,0.0,-0.1531
2019-04-05 18:04:03,0.0,1.0,0.0,0.0
2019-04-05 19:15:53,0.0,0.939,0.061,0.2263
2019-04-05 19:19:00,0.035,0.686,0.279,0.8519
2019-04-05 19:22:17,0.0,1.0,0.0,0.0
2019-04-05 19:25:01,0.0,0.814,0.186,0.8625
2019-04-05 20:00:00,0.0,0.955,0.045,0.2144
2019-04-05 20:24:32,0.0,1.0,0.0,0.0
2019-04-05 20:27:11,0.0,0.888,0.112,0.6486
2019-04-05 20:30:00,0.0,1.0,0.0,0.0
2019-04-05 20:30:00,0.048,0.862,0.091,0.2263
2019-04-05 20:31:57,0.069,0.931,0.0,-0.5423
2019-04-05 21:10:00,0.093,0.817,0.09,0.4235
2019-04-05 21:20:16,0.0,1.0,0.0,0.0
2019-04-05 21:30:00,0.0,0.96,0.04,0.1779
2019-04-05 21:40:00,0.0,0.955,0.045,0.2144
2019-04-05 23:34:22,0.0,0.887,0.113,0.5574
2019-04-06 00:03:00,0.0,0.894,0.106,0.5423
2019-04-06 01:42:01,0.0,0.948,0.052,0.296
2019-04-06 10:21:00,0.0,1.0,0.0,0.0
2019-04-06 14:01:30,0.104,0.711,0.185,0.5707
2019-04-06 16:50:38,0.0,0.793,0.207,0.8462
2019-04-06 18:56:12,0.072,0.928,0.0,-0.4767
2019-04-06 20:22:14,0.05,0.95,0.0,-0.2732
2019-04-06 20:22:14,0.051,0.949,0.0,-0.2732
2019-04-07 07:00:00,0.0,1.0,0.0,0.0
2019-04-07 10:01:55,0.031,0.898,0.071,0.431
2019-04-07 14:11:06,0.054,0.946,0.0,-0.3182
2019-04-07 14:14:48,0.0,1.0,0.0,0.0
2019-04-07 15:40:50,0.0,0.837,0.163,0.7003
2019-04-07 17:56:33,0.071,0.863,0.066,-0.0534
2019-04-07 20:07:00,0.0,0.911,0.089,0.4767
2019-04-07 21:27:56,0.0,1.0,0.0,0.0
2019-04-07 22:25:00,0.0,0.808,0.192,0.8074
2019-04-07 23:42:12,0.071,0.871,0.057,0.0772
2019-04-07 23:54:47,0.051,0.949,0.0,-0.25
2019-04-08 00:00:05,0.062,0.938,0.0,-0.4215
2019-04-08 00:13:01,0.0,0.925,0.075,0.5267
2019-04-08 00:18:27,0.041,0.832,0.128,0.5423
2019-04-08 01:38:07,0.0,0.884,0.116,0.624
2019-04-08 04:17:19,0.0,0.961,0.039,0.2023
2019-04-08 04:29:05,0.0,0.761,0.239,0.9106
2019-04-08 05:17:28,0.042,0.753,0.205,0.8126
2019-04-08 08:02:07,0.0,0.884,0.116,0.5574
2019-04-08 08:04:30,0.0,0.82,0.18,0.8567
2019-04-08 08:43:38,0.0,1.0,0.0,0.0
2019-04-08 08:49:37,0.044,0.904,0.052,0.1027
2019-04-08 09:36:58,0.0,0.871,0.129,0.7003
2019-04-08 09:55:22,0.0,0.944,0.056,0.296
2019-04-08 09:58:09,0.064,0.79,0.146,0.5574
2019-04-08 10:07:10,0.062,0.748,0.19,0.8126
2019-04-08 10:14:23,0.0,0.811,0.189,0.8225
2019-04-08 10:43:00,0.064,0.819,0.117,0.34
2019-04-08 10:59:00,0.0,1.0,0.0,0.0
2019-04-08 11:29:17,0.0,0.733,0.267,0.9001
2019-04-08 11:30:16,0.107,0.752,0.141,0.2006
2019-04-08 12:14:04,0.0,0.956,0.044,0.1779
2019-04-08 12:14:04,0.0,0.957,0.043,0.1779
2019-04-08 12:24:00,0.045,0.955,0.0,-0.2263
2019-04-08 12:55:46,0.0,0.967,0.033,0.1154
2019-04-08 12:55:46,0.0,0.967,0.033,0.1154
2019-04-08 13:24:24,0.0,0.884,0.116,0.5574
2019-04-08 14:00:02,0.0,0.863,0.137,0.7351
2019-04-08 14:01:38,0.0,0.956,0.044,0.1779
2019-04-08 14:01:38,0.0,0.955,0.045,0.1779
2019-04-08 14:04:08,0.0,1.0,0.0,0.0
2019-04-08 14:08:13,0.0,0.951,0.049,0.1779
2019-04-08 14:10:02,0.039,0.844,0.117,0.5859
2019-04-08 14:10:04,0.0,0.814,0.186,0.836
2019-04-08 14:17:37,0.063,0.831,0.106,0.2846
2019-04-08 14:22:00,0.055,0.793,0.152,0.5574
2019-04-08 14:26:00,0.0,0.864,0.136,0.6808
2019-04-08 14:34:57,0.0,0.851,0.149,0.7345
2019-04-08 15:09:45,0.0,0.671,0.329,0.9558
2019-04-08 16:06:31,0.133,0.867,0.0,-0.7647
2019-04-08 16:15:34,0.0,0.754,0.246,0.9136
2019-04-08 16:22:28,0.0,0.844,0.156,0.7345
2019-04-08 17:00:02,0.0,0.884,0.116,0.6249
2019-04-08 17:08:35,0.171,0.745,0.084,-0.7003
2019-04-08 17:20:00,0.0,0.955,0.045,0.2144
2019-04-08 17:44:06,0.0,0.952,0.048,0.25
2019-04-08 17:53:16,0.0,0.946,0.054,0.25
2019-04-08 18:00:07,0.0,0.864,0.136,0.7783
2019-04-08 18:08:00,0.022,0.776,0.202,0.7783
2019-04-08 18:49:57,0.122,0.788,0.089,-0.3818
2019-04-08 18:49:57,0.122,0.788,0.089,-0.3818
2019-04-08 19:23:21,0.0,0.93,0.07,0.5106
2019-04-08 20:20:03,0.0,0.888,0.112,0.7096
2019-04-08 20:25:23,0.0,1.0,0.0,0.0
2019-04-08 21:35:05,0.0,0.866,0.134,0.7351
2019-04-08 21:41:22,0.047,0.83,0.123,0.5859
2019-04-08 21:45:09,0.09,0.802,0.108,0.2263
2019-04-08 22:18:53,0.0,1.0,0.0,0.0
2019-04-08 22:18:53,0.0,1.0,0.0,0.0
2019-04-08 22:18:53,0.0,1.0,0.0,0.0
2019-04-08 22:42:03,0.0,1.0,0.0,0.0
2019-04-09 04:00:00,0.09,0.754,0.157,0.3167
2019-04-09 04:18:21,0.183,0.817,0.0,-0.8225
2019-04-09 09:00:00,0.046,0.954,0.0,-0.2263
2019-04-09 09:00:00,0.0,1.0,0.0,0.0
2019-04-09 09:58:00,0.145,0.705,0.15,0.0772
2019-04-09 10:00:00,0.0,1.0,0.0,0.0
2019-04-09 10:10:00,0.0,0.92,0.08,0.4215
2019-04-09 10:40:09,0.0,0.95,0.05,0.296
2019-04-09 10:48:58,0.0,1.0,0.0,0.0
2019-04-09 11:00:00,0.0,0.828,0.172,0.7579
2019-04-09 11:01:11,0.031,0.807,0.161,0.743
2019-04-09 11:32:11,0.0,0.826,0.174,0.765
2019-04-09 12:09:19,0.0,0.957,0.043,0.128
2019-04-09 12:09:19,0.0,0.742,0.258,0.8779
2019-04-09 12:10:08,0.0,0.795,0.205,0.8625
2019-04-09 12:10:08,0.0,0.795,0.205,0.8625
2019-04-09 12:10:08,0.0,0.795,0.205,0.8625
2019-04-09 12:29:53,0.0,1.0,0.0,0.0
2019-04-09 12:41:54,0.0,0.849,0.151,0.6908
2019-04-09 13:00:00,0.0,0.721,0.279,0.9201
2019-04-09 13:00:40,0.0,1.0,0.0,0.0
2019-04-09 13:07:06,0.05,0.95,0.0,-0.296
2019-04-09 13:42:01,0.0,0.882,0.118,0.6705
2019-04-09 13:42:01,0.0,0.882,0.118,0.6705
2019-04-09 13:50:01,0.022,0.731,0.248,0.9131
2019-04-09 14:10:37,0.0,0.861,0.139,0.6841
2019-04-09 14:20:59,0.0,0.857,0.143,0.6124
2019-04-09 14:32:21,0.0,0.911,0.089,0.3818
2019-04-09 14:34:56,0.0,0.788,0.212,0.836
2019-04-09 14:40:09,0.094,0.746,0.161,0.5423
2019-04-09 16:00:25,0.0,1.0,0.0,0.0
2019-04-09 16:24:27,0.075,0.925,0.0,-0.3612
2019-04-09 17:01:00,0.0,0.716,0.284,0.9201
2019-04-09 17:05:00,0.0,0.815,0.185,0.7964
2019-04-09 17:05:00,0.0,0.952,0.048,0.2732
2019-04-09 18:01:18,0.0,0.957,0.043,0.1779
2019-04-09 18:12:49,0.186,0.751,0.063,-0.7351
2019-04-09 18:45:00,0.0,1.0,0.0,0.0
2019-04-09 18:46:00,0.0,0.951,0.049,0.3254
2019-04-09 19:48:07,0.037,0.745,0.218,0.8934
2019-04-09 19:49:00,0.0,1.0,0.0,0.0
2019-04-09 19:55:51,0.0,0.949,0.051,0.296
2019-04-09 20:23:24,0.0,1.0,0.0,0.0
2019-04-09 20:30:00,0.0,1.0,0.0,0.0
2019-04-09 20:36:30,0.054,0.902,0.044,-0.1027
2019-04-09 20:50:00,0.0,1.0,0.0,0.0
2019-04-09 21:01:27,0.22,0.78,0.0,-0.836
2019-04-09 21:15:00,0.055,0.945,0.0,-0.296
2019-04-09 21:15:00,0.055,0.945,0.0,-0.296
2019-04-09 21:37:20,0.029,0.818,0.153,0.7269
2019-04-09 21:38:08,0.115,0.713,0.172,0.4404
2019-04-09 21:45:09,0.182,0.818,0.0,-0.7964
2019-04-09 21:45:09,0.133,0.867,0.0,-0.7096
2019-04-09 21:50:09,0.138,0.862,0.0,-0.7096
2019-04-09 22:02:00,0.0,0.955,0.045,0.2144
2019-04-10 00:00:00,0.0,1.0,0.0,0.0
2019-04-10 00:00:00,0.0,1.0,0.0,0.0
2019-04-10 00:00:32,0.212,0.701,0.086,-0.743
2019-04-10 00:26:00,0.0,0.955,0.045,0.2144
2019-04-10 06:46:00,0.0,1.0,0.0,0.0
2019-04-10 07:54:18,0.0,0.779,0.221,0.643
2019-04-10 08:07:14,0.0,1.0,0.0,0.0
2019-04-10 10:30:58,0.0,1.0,0.0,0.0
2019-04-10 10:30:58,0.0,1.0,0.0,0.0
2019-04-10 10:30:58,0.0,1.0,0.0,0.0
2019-04-10 10:30:58,0.0,1.0,0.0,0.0
2019-04-10 10:30:58,0.0,1.0,0.0,0.0
2019-04-10 10:30:58,0.0,1.0,0.0,0.0
2019-04-10 10:40:59,0.0,0.854,0.146,0.7579
2019-04-10 11:00:00,0.0,0.797,0.203,0.836
2019-04-10 11:06:44,0.0,0.915,0.085,0.4215
2019-04-10 11:06:44,0.0,0.913,0.087,0.4215
2019-04-10 11:10:00,0.0,0.913,0.087,0.4215
2019-04-10 11:30:00,0.0,0.951,0.049,0.2449
2019-04-10 11:38:44,0.0,1.0,0.0,0.0
2019-04-10 12:00:00,0.045,0.798,0.157,0.7574
2019-04-10 12:13:11,0.0,0.848,0.152,0.8555
2019-04-10 12:15:00,0.0,0.939,0.061,0.3818
2019-04-10 12:24:27,0.0,0.866,0.134,0.7351
2019-04-10 12:30:00,0.0,1.0,0.0,0.0
2019-04-10 12:40:29,0.0,0.886,0.114,0.7003
2019-04-10 12:48:12,0.03,0.97,0.0,-0.1027
2019-04-10 12:55:49,0.0,0.948,0.052,0.296
2019-04-10 12:58:42,0.0,1.0,0.0,0.0
2019-04-10 12:59:05,0.035,0.756,0.209,0.8637
2019-04-10 13:00:00,0.035,0.761,0.204,0.7783
2019-04-10 13:30:00,0.0,0.81,0.19,0.8271
2019-04-10 13:54:21,0.033,0.896,0.071,0.2263
2019-04-10 13:59:00,0.0,1.0,0.0,0.0
2019-04-10 14:55:00,0.0,0.787,0.213,0.875
2019-04-10 15:19:03,0.038,0.882,0.079,0.2023
2019-04-10 15:55:00,0.0,0.903,0.097,0.5106
2019-04-10 15:55:22,0.123,0.83,0.047,-0.5574
2019-04-10 16:45:00,0.0,1.0,0.0,0.0
2019-04-10 17:15:00,0.118,0.828,0.054,-0.4767
2019-04-10 19:22:13,0.0,0.797,0.203,0.7845
2019-04-10 19:30:28,0.0,0.798,0.202,0.765
2019-04-10 20:06:45,0.0,1.0,0.0,0.0
2019-04-10 20:06:45,0.0,1.0,0.0,0.0
2019-04-10 20:28:29,0.0,0.833,0.167,0.7003
2019-04-10 20:30:00,0.048,0.913,0.039,-0.1027
2019-04-10 20:49:07,0.093,0.626,0.281,0.8895
2019-04-10 21:00:08,0.0,0.809,0.191,0.836
2019-04-10 21:01:00,0.0,1.0,0.0,0.0
2019-04-10 21:25:00,0.073,0.88,0.048,-0.2799
2019-04-10 21:26:31,0.14,0.708,0.152,0.1779
2019-04-10 21:47:33,0.054,0.946,0.0,-0.34
2019-04-10 21:50:09,0.0,0.872,0.128,0.7184
2019-04-10 22:17:31,0.054,0.816,0.129,0.5927
2019-04-11 03:00:00,0.091,0.826,0.083,-0.1027
2019-04-11 03:32:45,0.0,0.866,0.134,0.7469
2019-04-11 04:15:48,0.0,1.0,0.0,0.0
2019-04-11 06:25:34,0.0,1.0,0.0,0.0
2019-04-11 10:21:51,0.102,0.842,0.056,-0.2732
2019-04-11 10:24:40,0.0,0.951,0.049,0.296
2019-04-11 10:45:19,0.159,0.743,0.098,-0.6597
2019-04-11 10:45:19,0.159,0.743,0.098,-0.6597
2019-04-11 11:00:01,0.0,0.933,0.067,0.4767
2019-04-11 11:06:25,0.0,0.919,0.081,0.3885
2019-04-11 11:30:00,0.0,1.0,0.0,0.0
2019-04-11 11:36:56,0.0,0.929,0.071,0.5574
2019-04-11 12:00:00,0.0,0.873,0.127,0.6597
2019-04-11 12:00:00,0.0,1.0,0.0,0.0
2019-04-11 12:30:00,0.0,0.726,0.274,0.9042
2019-04-11 13:05:23,0.0,0.951,0.049,0.2732
2019-04-11 13:05:23,0.0,0.891,0.109,0.4404
2019-04-11 13:05:23,0.0,1.0,0.0,0.0
2019-04-11 13:13:07,0.0,0.923,0.077,0.4767
2019-04-11 13:35:00,0.0,0.794,0.206,0.8922
2019-04-11 13:44:32,0.072,0.928,0.0,-0.4019
2019-04-11 13:57:28,0.0,1.0,0.0,0.0
2019-04-11 14:05:25,0.0,0.936,0.064,0.3818
2019-04-11 14:09:39,0.0,0.898,0.102,0.6249
2019-04-11 14:10:02,0.059,0.851,0.089,0.128
2019-04-11 14:10:02,0.06,0.763,0.177,0.7003
2019-04-11 14:10:38,0.0,0.844,0.156,0.743
2019-04-11 14:15:23,0.0,0.746,0.254,0.9118
2019-04-11 14:15:23,0.0,0.746,0.254,0.9118
2019-04-11 14:21:00,0.0,0.841,0.159,0.6808
2019-04-11 14:41:02,0.034,0.74,0.226,0.8225
2019-04-11 14:44:53,0.04,0.921,0.038,-0.0258
2019-04-11 15:27:48,0.0,0.974,0.026,0.0258
2019-04-11 15:29:00,0.0,0.847,0.153,0.6908
2019-04-11 15:47:06,0.061,0.895,0.044,-0.2023
2019-04-11 15:50:09,0.0,1.0,0.0,0.0
2019-04-11 15:54:57,0.145,0.855,0.0,-0.743
2019-04-11 16:24:46,0.0,0.968,0.032,0.0258
2019-04-11 17:02:10,0.0,0.889,0.111,0.5423
2019-04-11 17:30:00,0.0,1.0,0.0,0.0
2019-04-11 18:00:00,0.0,0.973,0.027,0.0258
2019-04-11 18:00:00,0.0,1.0,0.0,0.0
2019-04-11 18:00:00,0.0,1.0,0.0,0.0
2019-04-11 18:36:26,0.0,1.0,0.0,0.0
2019-04-11 18:36:26,0.0,1.0,0.0,0.0
2019-04-11 18:42:00,0.0,0.849,0.151,0.6808
2019-04-11 18:49:25,0.051,0.949,0.0,-0.296
2019-04-11 18:50:57,0.0,0.913,0.087,0.5574
2019-04-11 19:41:23,0.0,1.0,0.0,0.0
2019-04-11 20:14:48,0.0,0.811,0.189,0.8074
2019-04-11 20:44:36,0.0,0.842,0.158,0.7579
2019-04-11 20:49:00,0.0,0.882,0.118,0.5859
2019-04-11 21:36:25,0.054,0.827,0.119,0.3612
2019-04-11 22:00:00,0.0,0.977,0.023,0.0258
2019-04-11 23:00:12,0.0,1.0,0.0,0.0
2019-04-11 23:44:00,0.059,0.902,0.039,-0.25
2019-04-12 00:34:56,0.0,0.913,0.087,0.4588
2019-04-12 06:56:34,0.039,0.851,0.11,0.5267
2019-04-12 08:32:16,0.036,0.833,0.131,0.4939
2019-04-12 09:00:25,0.0,0.913,0.087,0.4404
2019-04-12 09:02:09,0.0,1.0,0.0,0.0
2019-04-12 10:00:00,0.0,0.944,0.056,0.3612
2019-04-12 10:20:30,0.079,0.921,0.0,-0.5719
2019-04-12 10:25:43,0.0,0.909,0.091,0.5423
2019-04-12 11:41:08,0.145,0.745,0.11,-0.4215
2019-04-12 11:51:11,0.0,0.873,0.127,0.6597
2019-04-12 11:55:51,0.0,1.0,0.0,0.0
2019-04-12 12:15:44,0.0,0.939,0.061,0.3818
2019-04-12 12:33:00,0.0,1.0,0.0,0.0
2019-04-12 12:34:00,0.0,0.813,0.187,0.7003
2019-04-12 12:34:00,0.0,0.813,0.187,0.7003
2019-04-12 12:34:00,0.0,0.813,0.187,0.7003
2019-04-12 12:36:26,0.0,1.0,0.0,0.0
2019-04-12 13:09:12,0.0,0.927,0.073,0.5106
2019-04-12 13:33:28,0.0,0.903,0.097,0.5267
2019-04-12 13:42:16,0.0,0.911,0.089,0.6486
2019-04-12 13:56:01,0.0,0.946,0.054,0.3182
2019-04-12 14:10:02,0.0,0.957,0.043,0.2263
2019-04-12 14:28:02,0.043,0.856,0.101,0.5251
2019-04-12 14:32:02,0.0,1.0,0.0,0.0
2019-04-12 14:41:10,0.0,0.862,0.138,0.7845
2019-04-12 14:52:56,0.0,1.0,0.0,0.0
2019-04-12 15:00:16,0.172,0.779,0.05,-0.7845
2019-04-12 15:11:37,0.0,0.842,0.158,0.7351
2019-04-12 15:28:30,0.0,0.935,0.065,0.4215
2019-04-12 15:56:18,0.062,0.938,0.0,-0.3818
2019-04-12 15:56:18,0.061,0.939,0.0,-0.3818
2019-04-12 16:33:37,0.068,0.645,0.287,0.8809
2019-04-12 17:11:48,0.0,1.0,0.0,0.0
2019-04-12 18:42:58,0.0,0.953,0.047,0.296
2019-04-12 18:42:58,0.0,0.953,0.047,0.296
2019-04-12 18:42:58,0.0,0.953,0.047,0.296
2019-04-12 19:00:12,0.037,0.843,0.12,0.6369
2019-04-12 19:31:29,0.0,0.911,0.089,0.5106
2019-04-12 19:55:53,0.0,0.907,0.093,0.4404
2019-04-12 20:00:00,0.0,1.0,0.0,0.0
2019-04-12 20:21:21,0.0,0.949,0.051,0.296
2019-04-12 21:35:00,0.0,0.889,0.111,0.6124
2019-04-12 21:35:00,0.0,0.889,0.111,0.6124
2019-04-12 21:35:00,0.0,0.889,0.111,0.6124
2019-04-12 21:35:00,0.0,0.896,0.104,0.6124
2019-04-12 21:35:00,0.0,0.889,0.111,0.6124
2019-04-12 21:35:00,0.0,0.889,0.111,0.6124
2019-04-12 21:52:22,0.0,0.774,0.226,0.8687
2019-04-13 11:52:09,0.0,0.903,0.097,0.5106
2019-04-13 12:29:30,0.058,0.907,0.035,-0.2732
2019-04-13 13:07:04,0.049,0.911,0.04,-0.1027
2019-04-13 13:29:00,0.0,0.917,0.083,0.4404
2019-04-13 17:35:00,0.0,0.852,0.148,0.6808
2019-04-13 17:35:00,0.0,0.852,0.148,0.6808
2019-04-13 20:00:00,0.0,0.849,0.151,0.7964
2019-04-14 04:20:25,0.0,1.0,0.0,0.0
2019-04-14 04:20:26,0.0,1.0,0.0,0.0
2019-04-14 10:00:53,0.054,0.896,0.05,-0.0516
2019-04-14 11:34:00,0.108,0.713,0.179,0.4019
2019-04-14 13:00:00,0.054,0.747,0.199,0.7506
2019-04-14 14:00:00,0.0,1.0,0.0,0.0
2019-04-14 14:02:54,0.0,1.0,0.0,0.0
2019-04-14 14:15:00,0.0,0.916,0.084,0.6369
2019-04-14 14:22:50,0.117,0.883,0.0,-0.6486
2019-04-14 15:04:08,0.0,0.873,0.127,0.6597
2019-04-14 16:14:43,0.0,1.0,0.0,0.0
2019-04-14 18:47:28,0.0,1.0,0.0,0.0
2019-04-14 19:00:48,0.0,0.82,0.18,0.8722
2019-04-14 19:30:18,0.053,0.783,0.164,0.6868
2019-04-14 19:31:44,0.0,1.0,0.0,0.0
2019-04-14 22:00:00,0.028,0.798,0.174,0.743
2019-04-14 22:48:06,0.116,0.754,0.13,0.4215
2019-04-14 23:00:00,0.121,0.879,0.0,-0.7003
2019-04-14 23:00:00,0.119,0.881,0.0,-0.7003
2019-04-14 23:48:00,0.0,0.826,0.174,0.7783
2019-04-15 01:07:38,0.0,0.901,0.099,0.34
2019-04-15 02:16:33,0.0,0.797,0.203,0.8481
2019-04-15 09:08:23,0.067,0.876,0.056,-0.128
2019-04-15 09:57:40,0.199,0.75,0.051,-0.7983
2019-04-15 10:00:11,0.0,1.0,0.0,0.0
2019-04-15 10:00:51,0.0,0.85,0.15,0.7644
2019-04-15 10:11:10,0.116,0.783,0.1,-0.2023
2019-04-15 10:11:12,0.0,0.949,0.051,0.2263
2019-04-15 10:21:44,0.0,0.965,0.035,0.1531
2019-04-15 10:25:09,0.0,0.93,0.07,0.4588
2019-04-15 10:31:57,0.0,0.909,0.091,0.5106
2019-04-15 10:50:02,0.08,0.866,0.055,-0.0258
2019-04-15 10:52:00,0.0,0.7,0.3,0.9186
2019-04-15 11:00:00,0.0,1.0,0.0,0.0
2019-04-15 11:14:38,0.0,1.0,0.0,0.0
2019-04-15 11:24:51,0.0,0.838,0.162,0.8074
2019-04-15 11:29:34,0.0,1.0,0.0,0.0
2019-04-15 11:40:30,0.0,0.728,0.272,0.9337
2019-04-15 11:42:53,0.0,1.0,0.0,0.0
2019-04-15 11:42:53,0.0,1.0,0.0,0.0
2019-04-15 11:47:00,0.054,0.877,0.069,0.1655
2019-04-15 12:26:07,0.0,0.912,0.088,0.4767
2019-04-15 12:45:34,0.05,0.95,0.0,-0.296
2019-04-15 13:11:57,0.0,0.848,0.152,0.7717
2019-04-15 13:37:39,0.0,1.0,0.0,0.0
2019-04-15 13:42:34,0.0,0.858,0.142,0.7269
2019-04-15 13:49:00,0.0,1.0,0.0,0.0
2019-04-15 13:56:01,0.0,1.0,0.0,0.0
2019-04-15 13:57:00,0.06,0.826,0.114,0.34
2019-04-15 13:58:30,0.035,0.903,0.062,0.296
2019-04-15 14:00:00,0.032,0.766,0.201,0.8591
2019-04-15 14:00:00,0.032,0.766,0.201,0.8591
2019-04-15 14:06:12,0.028,0.933,0.039,0.128
2019-04-15 14:07:12,0.0,0.778,0.222,0.8934
2019-04-15 14:32:18,0.0,1.0,0.0,0.0
2019-04-15 14:40:00,0.0,0.955,0.045,0.2144
2019-04-15 14:43:18,0.033,0.877,0.09,0.4404
2019-04-15 14:45:00,0.141,0.859,0.0,-0.7096
2019-04-15 14:47:02,0.0,1.0,0.0,0.0
2019-04-15 14:50:59,0.0,1.0,0.0,0.0
2019-04-15 14:53:34,0.068,0.72,0.212,0.8126
2019-04-15 15:00:41,0.0,0.801,0.199,0.8658
2019-04-15 15:26:07,0.0,0.799,0.201,0.8834
2019-04-15 15:34:07,0.106,0.84,0.054,-0.3818
2019-04-15 16:00:16,0.0,0.963,0.037,0.1779
2019-04-15 16:01:01,0.0,1.0,0.0,0.0
2019-04-15 16:50:00,0.0,0.955,0.045,0.2144
2019-04-15 18:27:39,0.0,0.909,0.091,0.4404
2019-04-15 18:31:26,0.074,0.706,0.221,0.8183
2019-04-15 19:09:00,0.0,0.783,0.217,0.8918
2019-04-15 19:09:00,0.0,0.783,0.217,0.8918
2019-04-15 19:27:01,0.0,0.951,0.049,0.25
2019-04-15 20:19:55,0.0,0.938,0.062,0.4215
2019-04-15 20:37:02,0.0,0.876,0.124,0.5859
2019-04-15 21:08:01,0.0,0.931,0.069,0.4215
2019-04-15 21:22:30,0.19,0.754,0.056,-0.6705
2019-04-15 21:25:07,0.0,1.0,0.0,0.0
2019-04-15 21:45:09,0.144,0.856,0.0,-0.7096
2019-04-15 22:02:21,0.0,0.879,0.121,0.6705
2019-04-15 22:02:21,0.0,0.879,0.121,0.6705
2019-04-15 22:15:31,0.0,0.89,0.11,0.5859
2019-04-15 22:45:00,0.096,0.803,0.1,0.0516
2019-04-15 22:51:41,0.0,0.842,0.158,0.7351
2019-04-16 00:08:00,0.14,0.779,0.081,-0.5106
2019-04-16 00:08:00,0.137,0.783,0.08,-0.5106
2019-04-16 00:29:23,0.0,0.947,0.053,0.3291
2019-04-16 00:29:23,0.0,0.947,0.053,0.3291
2019-04-16 02:09:48,0.0,1.0,0.0,0.0
2019-04-16 04:01:00,0.0,0.936,0.064,0.2023
2019-04-16 04:58:41,0.0,1.0,0.0,0.0
2019-04-16 06:00:00,0.0,0.734,0.266,0.9081
2019-04-16 09:00:23,0.0,0.94,0.06,0.4019
2019-04-16 10:21:00,0.0,0.868,0.132,0.7506
2019-04-16 11:00:00,0.0,0.868,0.132,0.6997
2019-04-16 11:07:51,0.0,1.0,0.0,0.0
2019-04-16 11:28:00,0.0,0.878,0.122,0.6124
2019-04-16 11:30:00,0.0,0.893,0.107,0.5095
2019-04-16 11:33:43,0.0,0.797,0.203,0.8807
2019-04-16 12:11:09,0.0,1.0,0.0,0.0
2019-04-16 12:11:09,0.0,1.0,0.0,0.0
2019-04-16 12:22:25,0.0,1.0,0.0,0.0
2019-04-16 12:22:37,0.0,1.0,0.0,0.0
2019-04-16 12:36:00,0.0,0.907,0.093,0.5267
2019-04-16 12:40:36,0.048,0.952,0.0,-0.2732
2019-04-16 12:45:12,0.0,0.871,0.129,0.7713
2019-04-16 13:00:18,0.066,0.934,0.0,-0.4939
2019-04-16 13:03:41,0.0,0.829,0.171,0.765
2019-04-16 13:15:01,0.083,0.854,0.063,0.0516
2019-04-16 13:30:22,0.0,0.921,0.079,0.4767
2019-04-16 13:35:09,0.0,1.0,0.0,0.0
2019-04-16 13:35:09,0.0,1.0,0.0,0.0
2019-04-16 13:38:01,0.0,0.879,0.121,0.7096
2019-04-16 13:48:46,0.0,1.0,0.0,0.0
2019-04-16 14:04:02,0.0,0.899,0.101,0.5267
2019-04-16 14:10:02,0.0,1.0,0.0,0.0
2019-04-16 14:19:05,0.091,0.706,0.203,0.7236
2019-04-16 14:24:00,0.0,0.93,0.07,0.4215
2019-04-16 14:29:36,0.0,0.727,0.273,0.875
2019-04-16 14:40:36,0.0,0.927,0.073,0.3818
2019-04-16 15:00:54,0.0,0.812,0.188,0.8658
2019-04-16 15:28:00,0.0,0.951,0.049,0.296
2019-04-16 15:28:00,0.0,1.0,0.0,0.0
2019-04-16 15:28:00,0.0,1.0,0.0,0.0
2019-04-16 15:47:39,0.117,0.71,0.173,0.4939
2019-04-16 15:53:03,0.0,0.968,0.032,0.0772
2019-04-16 15:59:00,0.0,0.839,0.161,0.6908
2019-04-16 16:27:13,0.053,0.947,0.0,-0.296
2019-04-16 16:37:37,0.0,0.918,0.082,0.5106
2019-04-16 16:37:37,0.0,0.918,0.082,0.5106
2019-04-16 16:37:37,0.0,0.918,0.082,0.5106
2019-04-16 16:37:37,0.0,0.918,0.082,0.5106
2019-04-16 16:37:37,0.0,0.918,0.082,0.5106
2019-04-16 16:37:37,0.0,0.918,0.082,0.5106
2019-04-16 16:37:37,0.0,0.918,0.082,0.5106
2019-04-16 16:45:28,0.049,0.841,0.111,0.4215
2019-04-16 16:45:28,0.049,0.841,0.111,0.4215
2019-04-16 17:38:42,0.046,0.747,0.207,0.8126
2019-04-16 17:47:15,0.049,0.843,0.108,0.3939
2019-04-16 18:09:47,0.0,0.896,0.104,0.6249
2019-04-16 18:17:15,0.0,0.848,0.152,0.8555
