Date,Open,High,Low,Close,Adj Close,Volume,Close_Changes,compound,neg,neu,pos,content_polarity,description_polarity,avg_sentiment,sum_sent,Scale_compound,Scale_pctchng,Scale_avg,Scale_sum,Time
2019-04-02,2868.23999,2872.899902,2858.75,2867.23999,2867.23999,3246900000,,,,,,,,,,,,,,2019-04-02
2019-04-03,2876.090088,2885.25,2865.169922,2873.399902,2873.399902,3550240000,0.0021483768437535744,,,,,,,,,,0.3554250143496306,,,2019-04-03
2019-04-04,2873.98999,2881.280029,2867.139893,2879.389893,2879.389893,3015180000,0.0020846353463821465,0.431,0.034,0.852,0.114,0.37083333333333335,0.2966666666666667,0.33375,0.6675,0.43868934484119476,0.338175610519247,2.0964784179683655,2.0964784179683655,2019-04-04
2019-04-05,2884.159912,2893.23999,2882.98999,2892.73999,2892.73999,3146820000,0.004636432541648805,0.5104500000000001,0.0875,0.749,0.1635,0.04947916666666667,-0.0020833333333333363,0.023697916666666666,0.04739583333333333,0.6640692048278284,1.028730149235267,-0.8785202985258871,-0.8785202985258871,2019-04-05
2019-04-08,2888.459961,2895.949951,2880.780029,2895.77002,2895.77002,3054030000,0.0010474601970706932,-0.2716,0.118,0.804,0.079,0.2285714285714286,0.2285714285714286,0.2285714285714286,0.4571428571428572,-1.5544118461796819,0.05750048158305216,1.087273410736412,1.087273410736412,2019-04-08
2019-04-09,2886.580078,2886.8798829999996,2873.330078,2878.199951,2878.199951,3007980000,-0.006067494614092284,-0.2716,0.118,0.804,0.079,0.2285714285714286,0.2285714285714286,0.2285714285714286,0.4571428571428572,-1.5544118461796819,-1.8679128493515593,1.087273410736412,1.087273410736412,2019-04-09
2019-04-10,2881.3701170000004,2889.709961,2879.1298829999996,2888.209961,2888.209961,3062380000,0.003477871645617192,-0.2716,0.118,0.804,0.079,0.2285714285714286,0.2285714285714286,0.2285714285714286,0.4571428571428572,-1.5544118461796819,0.7152062192703211,1.087273410736412,1.087273410736412,2019-04-10
2019-04-11,2891.919922,2893.419922,2881.98999,2888.320068,2888.320068,2938540000,3.8122920939631655e-05,-0.2716,0.118,0.804,0.079,0.2285714285714286,0.2285714285714286,0.2285714285714286,0.4571428571428572,-1.5544118461796819,-0.21564130194913547,1.087273410736412,1.087273410736412,2019-04-11
2019-04-12,2900.860107,2910.540039,2898.3701170000004,2907.409912,2907.409912,3688490000,0.006609324295980379,0.6808,0.0,0.849,0.151,0.02916666666666667,0.02916666666666667,0.02916666666666667,0.05833333333333334,1.147309722747564,1.5626242055012516,-0.8260467784130201,-0.8260467784130201,2019-04-12
2019-04-15,2908.320068,2909.600098,2896.47998,2905.580078,2905.580078,3088330000,-0.0006293691138795632,0.6808,0.0,0.849,0.151,0.02916666666666667,0.02916666666666667,0.02916666666666667,0.05833333333333334,1.147309722747564,-0.3962746434451548,-0.8260467784130201,-0.8260467784130201,2019-04-15
2019-04-16,2912.26001,2916.060059,2900.709961,2907.060059,2907.060059,3402210000,0.0005093581867543495,0.2023,0.0,0.936,0.064,-0.04,0.016666666666666663,-0.011666666666666669,-0.023333333333333338,-0.2100755888144763,-0.08811798143800123,-1.217849061922426,-1.217849061922426,2019-04-16
2019-04-17,2916.040039,2918.0,2895.449951,2900.449951,2900.449951,3602300000,-0.00227381198387544,0.4767,0.041,0.85,0.109,0.05277777777777778,0.030000000000000006,0.04138888888888889,0.08277777777777778,0.5683288615358348,-0.8412855125068651,-0.708772625525851,-0.708772625525851,2019-04-17
2019-04-18,2904.810059,2908.399902,2891.899902,2905.030029,2905.030029,3506850000,0.0015790922365066518,0.4767,0.041,0.85,0.109,0.05277777777777778,0.030000000000000006,0.04138888888888889,0.08277777777777778,0.5683288615358348,0.20136807358461473,-0.708772625525851,-0.708772625525851,2019-04-18
2019-04-22,2898.780029,2909.51001,2896.350098,2907.969971,2907.969971,2997950000,0.0010120177659616036,0.3612,0.0,0.938,0.062,0.024999999999999994,0.012499999999999997,0.018749999999999996,0.03749999999999999,0.24068413115879064,0.04790922891183272,-0.9259963405327667,-0.9259963405327667,2019-04-22
2019-04-23,2909.98999,2936.310059,2908.530029,2933.679932,2933.679932,3635030000,0.008841205808999053,0.8074,0.0,0.799,0.201,-0.10750000000000001,-0.10750000000000001,-0.10750000000000001,-0.21500000000000002,1.5064423882517528,2.1666047692977277,-2.1373850334240934,-2.1373850334240934,2019-04-23
2019-04-24,2934.0,2936.830078,2926.050049,2927.25,2927.25,3448960000,-0.0021917632969649103,0.0,0.0,1.0,0.0,0.1366666666666667,0.17045454545454544,0.15356060606060606,0.30712121212121213,-0.7839502983839659,-0.8190819090046537,0.3675327197733337,0.3675327197733337,2019-04-24
2019-04-25,2928.98999,2933.100098,2912.840088,2926.169922,2926.169922,3425280000,-0.00036897361004351037,0.0,0.0,1.0,0.0,0.14600000000000002,0.10772727272727273,0.12686363636363637,0.25372727272727275,-0.7839502983839659,-0.32580772022383647,0.1113710783842527,0.1113710783842527,2019-04-25
2019-04-26,2925.810059,2939.8798829999996,2917.560059,2939.8798829999996,2939.8798829999996,3248500000,0.004685292161922261,0.0,0.0,1.0,0.0,0.07314814814814814,0.22000000000000003,0.14657407407407408,0.29314814814814816,-0.7839502983839659,1.0419522942405053,0.30049584174554417,0.30049584174554417,2019-04-26
2019-04-29,2940.580078,2949.52002,2939.350098,2943.030029,2943.030029,3118780000,0.0010715220095269817,0.6918500000000001,0.0,0.875,0.125,0.09182900432900432,0.10833333333333334,0.10008116883116883,0.20016233766233765,1.1786558203290909,0.06401196840192822,-0.1456109282419672,-0.1456109282419672,2019-04-29
2019-04-30,2937.139893,2948.219971,2924.110107,2945.830078,2945.830078,3919330000,0.0009514170675830602,0.3612,0.059,0.85,0.092,0.25,0.090625,0.1703125,0.340625,0.24068413115879064,0.03150977232794433,0.5282697883095442,0.5282697883095442,2019-04-30
2019-05-01,2952.330078,2954.1298829999996,2923.360107,2923.72998,2923.72998,3645850000,-0.007502163198430001,0.3612,0.059,0.85,0.092,0.25,0.090625,0.1703125,0.340625,0.24068413115879064,-2.256155654973175,0.5282697883095442,0.5282697883095442,2019-05-01
2019-05-02,2922.159912,2931.679932,2900.5,2917.52002,2917.52002,3778890000,-0.0021239854714627526,0.5719,0.0,0.883,0.117,0.35,-0.1,0.12499999999999999,0.24999999999999997,0.8383875483920651,-0.800740214330941,0.09348919308864694,0.09348919308864694,2019-05-02
